id,region,neighbourhood,room_type,price,number_of_reviews,availability_365,price_log,price_log_median,occupancy_proxy,occupancy_ord,reviews_log,popularity_score,potential_revenue_score
808870,Central,Khlong Toei,Entire home/apt,1500,0,365,7.313886831633462,7.460202536033221,0.0,1,0.0,1,7.460202536033221
851956,Central,Khlong Toei,Entire home/apt,850,33,294,6.7464121285733745,7.460202536033221,0.19452054794520546,2,3.5263605246161616,3,44.761215216199325
1353517,Central,Khlong Toei,Entire home/apt,3300,26,13,8.101980731853192,7.460202536033221,0.9643835616438357,3,3.295836866004329,3,67.14182282429898
2266425,Central,Khlong Toei,Entire home/apt,1143,31,89,7.042286171939743,7.460202536033221,0.7561643835616438,3,3.4657359027997265,3,67.14182282429898
869715,Central,Khlong Toei,Entire home/apt,866,0,365,6.7650389767805414,7.460202536033221,0.0,1,0.0,1,7.460202536033221
2279684,Central,Ratchathewi,Entire home/apt,1009,113,57,6.917705609835305,7.460202536033221,0.8438356164383561,3,4.736198448394496,3,67.14182282429898
1419797,Central,Parthum Wan,Entire home/apt,2250,92,70,7.719129840906732,7.460202536033221,0.8082191780821918,3,4.532599493153256,3,67.14182282429898
907553,Central,Ratchathewi,Entire home/apt,3587,0,270,8.185350223178686,7.460202536033221,0.26027397260273977,2,0.0,1,14.920405072066442
2321290,Central,Khlong Toei,Entire home/apt,1845,129,336,7.520776415062797,7.460202536033221,0.07945205479452055,2,4.867534450455582,3,44.761215216199325
909514,Central,Vadhana,Entire home/apt,4720,252,347,8.459775920546287,7.460202536033221,0.049315068493150704,2,5.53338948872752,3,44.761215216199325
1452584,Central,Vadhana,Private room,1049,1,365,6.956545443151569,7.313886831633462,0.0,1,0.6931471805599453,3,21.941660494900386
915293,Central,Parthum Wan,Entire home/apt,3500,1,0,8.160803920954665,7.460202536033221,1.0,3,0.6931471805599453,3,67.14182282429898
1453230,Central,Vadhana,Private room,1758,0,365,7.472500744737558,7.313886831633462,0.0,1,0.0,1,7.313886831633462
923795,Central,Khlong Toei,Entire home/apt,3000,0,365,8.006700845440367,7.460202536033221,0.0,1,0.0,1,7.460202536033221
2368241,Central,Ratchathewi,Entire home/apt,1336,77,0,7.198183577101943,7.460202536033221,1.0,3,4.356708826689592,3,67.14182282429898
2542746,Central,Khlong Toei,Entire home/apt,2123,210,294,7.66105638236183,7.460202536033221,0.19452054794520546,2,5.351858133476067,3,44.761215216199325
1507375,Central,Vadhana,Entire home/apt,2236,0,365,7.71289096149013,7.460202536033221,0.0,1,0.0,1,7.460202536033221
2561402,Central,Khlong Toei,Entire home/apt,1347,40,330,7.206377291472252,7.460202536033221,0.09589041095890416,2,3.713572066704308,3,44.761215216199325
2407610,Central,Khlong Toei,Entire home/apt,1850,6,330,7.523481312573497,7.460202536033221,0.09589041095890416,2,1.9459101490553132,3,44.761215216199325
1515778,Central,Vadhana,Shared room,712,1,355,6.569481420414296,6.253828811575473,0.0273972602739726,1,0.6931471805599453,3,18.761486434726418
1526123,Central,Vadhana,Entire home/apt,1712,41,333,7.44600149832412,7.460202536033221,0.0876712328767123,2,3.7376696182833684,3,44.761215216199325
2433970,Central,Vadhana,Shared room,400,4,365,5.993961427306569,6.253828811575473,0.0,1,1.6094379124341003,3,18.761486434726418
2446205,Central,Parthum Wan,Entire home/apt,1004,2,76,6.912742820493176,7.460202536033221,0.7917808219178082,3,1.0986122886681098,3,67.14182282429898
1625274,Central,Khlong Toei,Entire home/apt,2000,65,177,7.601402334583733,7.460202536033221,0.5150684931506849,2,4.189654742026425,3,44.761215216199325
2712577,Central,Khlong Toei,Hotel room,1300,1,365,7.170888478512505,7.5307464377155195,0.0,1,0.6931471805599453,3,22.592239313146557
2489610,Central,Khlong Toei,Entire home/apt,2043,23,365,7.622663951323595,7.460202536033221,0.0,1,3.1780538303479458,3,22.380607608099663
2714351,Central,Khlong Toei,Private room,1050,1,358,6.957497370876951,7.313886831633462,0.019178082191780854,1,0.6931471805599453,3,21.941660494900386
2492235,Central,Parthum Wan,Entire home/apt,1351,53,241,7.20934025660291,7.460202536033221,0.3397260273972603,2,3.9889840465642745,3,44.761215216199325
4313485,Central,Vadhana,Entire home/apt,4429,0,365,8.39615486303918,7.460202536033221,0.0,1,0.0,1,7.460202536033221
2726713,Central,Vadhana,Entire home/apt,1212,61,12,7.10085190894405,7.460202536033221,0.9671232876712329,3,4.127134385045092,3,67.14182282429898
4327609,Central,Vadhana,Entire home/apt,1500,25,332,7.313886831633462,7.460202536033221,0.09041095890410955,2,3.258096538021482,3,44.761215216199325
4367067,Central,Ratchathewi,Shared room,450,25,365,6.111467339502679,6.253828811575473,0.0,1,3.258096538021482,3,18.761486434726418
