,region,neighbourhood,longitude,latitude,room_type,price,number_of_reviews,booking_activity,log_reviews
6080,Southwest,Bang Rak,100.53143,13.72601,Entire home/apt,1172,27,365,3.332204510175204
6082,Southwest,Sathon,100.53905,13.71857,Private room,800,9,278,2.302585092994046
6097,Southwest,Khlong San,100.50252,13.72228,Entire home/apt,1100,4,295,1.6094379124341003
6104,Southwest,Khlong San,100.497,13.72232,Entire home/apt,1690,121,246,4.804021044733257
6105,Southwest,Bang Rak,100.52788,13.72484,Private room,1200,0,185,0.0
6111,Southwest,Rat Burana,100.49246,13.68882,Entire home/apt,2500,9,188,2.302585092994046
6124,Southwest,Sathon,100.53076,13.71739,Private room,1131,11,187,2.4849066497880004
6134,Southwest,Phasi Charoen,100.45372,13.71798,Entire home/apt,540,28,365,3.367295829986474
6141,Southwest,Sathon,100.5475,13.7218,Entire home/apt,400,2,195,1.0986122886681098
6142,Southwest,Sathon,100.54713,13.72043,Entire home/apt,400,2,196,1.0986122886681098
6149,Southwest,Bangkok Yai,100.48304,13.73158,Entire home/apt,350,1,1,0.6931471805599453
6161,Southwest,Sathon,100.52921,13.71788,Entire home/apt,1200,29,196,3.4011973816621555
6166,Southwest,Samphanthawong,100.51131,13.73666,Private room,590,20,2,3.044522437723423
6167,Southwest,Samphanthawong,100.51072,13.73879,Private room,650,23,34,3.1780538303479458
6170,Southwest,Sathon,100.52066,13.71624,Shared room,330,0,365,0.0
6174,Southwest,Bang Kho laen,100.50447,13.70218,Entire home/apt,1000,0,3,0.0
6181,Southwest,Rat Burana,100.50613,13.6828,Entire home/apt,2000,0,0,0.0
6182,Southwest,Sathon,100.54133,13.7198,Entire home/apt,980,11,61,2.4849066497880004
6188,Southwest,Bangkok Yai,100.48471,13.74416,Entire home/apt,2390,21,7,3.091042453358316
6199,Southwest,Bang Kho laen,100.50376,13.70367,Entire home/apt,1074,67,46,4.219507705176107
6210,Southwest,Khlong San,100.49465,13.72179,Entire home/apt,1732,52,43,3.970291913552122
6223,Southwest,Samphanthawong,100.51301,13.73236,Shared room,350,0,0,0.0
6231,Southwest,Bang Khae,100.38226,13.70956,Entire home/apt,1000,1,192,0.6931471805599453
6232,Southwest,Bang Rak,100.51541,13.72695,Hotel room,3124,2,3,1.0986122886681098
6239,Southwest,Yan na wa,100.53152,13.67496,Private room,1099,0,0,0.0
6243,Southwest,Sathon,100.53207,13.72132,Entire home/apt,3429,42,221,3.7612001156935624
6261,Southwest,Sathon,100.51975,13.71733,Entire home/apt,3400,0,45,0.0
6263,Southwest,Sathon,100.53103,13.71725,Private room,1200,20,191,3.044522437723423
6272,Southwest,Sathon,100.54066,13.71872,Private room,600,3,7,1.3862943611198906
6274,Southwest,Sathon,100.52995,13.7193,Private room,1200,12,196,2.5649493574615367
6276,Southwest,Sathon,100.53114,13.71903,Private room,1200,15,193,2.772588722239781
6285,Southwest,Bang Rak,100.51978,13.72531,Entire home/apt,1029,28,201,3.367295829986474
6311,Southwest,Khlong San,100.49443,13.72149,Entire home/apt,1558,54,124,4.007333185232471
6313,Southwest,Bangkok Yai,100.47664,13.74108,Entire home/apt,1300,0,1,0.0
6314,Southwest,Bang Rak,100.51973,13.72177,Private room,1800,2,191,1.0986122886681098
6319,Southwest,Bangkok Yai,100.4747,13.74221,Entire home/apt,1300,0,185,0.0
6320,Southwest,Bangkok Yai,100.47509,13.74257,Entire home/apt,1300,0,0,0.0
6324,Southwest,Bangkok Yai,100.47442,13.74242,Entire home/apt,1300,1,0,0.6931471805599453
6327,Southwest,Khlong San,100.49561,13.72042,Entire home/apt,1385,54,96,4.007333185232471
6334,Southwest,Khlong San,100.49476,13.71892,Entire home/apt,1300,68,69,4.23410650459726
6337,Southwest,Thung khru,100.50597,13.65256,Private room,400,13,0,2.6390573296152584
6344,Southwest,Bang Rak,100.53126,13.72506,Entire home/apt,1172,41,365,3.7376696182833684
6350,Southwest,Bang Rak,100.52067,13.72265,Entire home/apt,2602,13,33,2.6390573296152584
6360,Southwest,Sathon,100.52615,13.7184,Entire home/apt,2721,26,246,3.295836866004329
6364,Southwest,Bang Rak,100.52008,13.72368,Entire home/apt,2469,0,67,0.0
6365,Southwest,Yan na wa,100.53543,13.7053,Entire home/apt,2150,32,228,3.4965075614664802
6369,Southwest,Phasi Charoen,100.45188,13.71071,Entire home/apt,650,38,25,3.6635616461296463
6371,Southwest,Samphanthawong,100.50321,13.74217,Shared room,1857,0,365,0.0
6373,Southwest,Samphanthawong,100.50257,13.74182,Shared room,2229,1,365,0.6931471805599453
6382,Southwest,Bang Khae,100.39123,13.694,Entire home/apt,350,4,65,1.6094379124341003
6390,Southwest,Bang Rak,100.51644,13.72218,Private room,1400,12,1,2.5649493574615367
6392,Southwest,Bang Rak,100.53163,13.72463,Entire home/apt,3983,43,121,3.784189633918261
6395,Southwest,Phasi Charoen,100.44707,13.71022,Entire home/apt,1800,0,276,0.0
6404,Southwest,Yan na wa,100.53356,13.69901,Entire home/apt,1190,27,302,3.332204510175204
6409,Southwest,Khlong San,100.50735,13.72195,Shared room,330,0,0,0.0
6417,Southwest,Yan na wa,100.5345,13.70103,Entire home/apt,990,67,285,4.219507705176107
6419,Southwest,Chom Thong,100.46722,13.71311,Private room,1000,0,0,0.0
6423,Southwest,Yan na wa,100.53488,13.7008,Entire home/apt,1690,123,244,4.820281565605037
6427,Southwest,Bang Rak,100.53186,13.72548,Entire home/apt,1000,31,196,3.4657359027997265
6428,Southwest,Chom Thong,100.48117,13.68142,Entire home/apt,2000,0,0,0.0
6429,Southwest,Sathon,100.52615,13.7184,Entire home/apt,1212,16,365,2.833213344056216
6467,Southwest,Bang Rak,100.51814,13.7204,Private room,900,0,1,0.0
6468,Southwest,Bang Rak,100.51959,13.72227,Private room,900,0,6,0.0
6469,Southwest,Chom Thong,100.46739,13.71293,Private room,900,0,2,0.0
6470,Southwest,Bang Rak,100.51915,13.72052,Private room,900,1,1,0.6931471805599453
6471,Southwest,Bang Rak,100.51894,13.72247,Private room,1800,1,3,0.6931471805599453
6477,Southwest,Sathon,100.53909,13.71903,Private room,600,11,10,2.4849066497880004
6478,Southwest,Khlong San,100.49489,13.72156,Entire home/apt,1170,22,13,3.1354942159291497
6484,Southwest,Bang Rak,100.5152,13.73003,Entire home/apt,2986,51,124,3.9512437185814275
6485,Southwest,Bang Kho laen,100.50584,13.70196,Entire home/apt,1150,38,278,3.6635616461296463
6486,Southwest,Bang Rak,100.52161,13.72311,Hotel room,1725,3,25,1.3862943611198906
6512,Southwest,Bang Rak,100.5218,13.72225,Hotel room,2114,3,30,1.3862943611198906
6513,Southwest,Bang Rak,100.52161,13.72155,Hotel room,2349,2,14,1.0986122886681098
6515,Southwest,Bang Rak,100.51971,13.72338,Hotel room,2583,0,33,0.0
6516,Southwest,Chom Thong,100.45561,13.68002,Entire home/apt,500,0,275,0.0
6517,Southwest,Bang Rak,100.52066802978516,13.72269344329834,Hotel room,2583,2,97,1.0986122886681098
6521,Southwest,Khlong San,100.49471,13.71992,Entire home/apt,1300,26,38,3.295836866004329
6535,Southwest,Bang Rak,100.52387,13.72521,Private room,1399,1,50,0.6931471805599453
6536,Southwest,Bang Rak,100.52502,13.72493,Private room,2299,0,50,0.0
6537,Southwest,Bang Rak,100.52388,13.72681,Private room,1899,1,50,0.6931471805599453
6563,Southwest,Khlong San,100.49466,13.71965,Entire home/apt,1423,43,32,3.784189633918261
6585,Southwest,Bang Kho laen,100.51412,13.70188,Hotel room,900,5,186,1.791759469228055
6590,Southwest,Bang Rak,100.52474,13.72476,Entire home/apt,3325,28,289,3.367295829986474
6593,Southwest,Bang Kho laen,100.49978,13.6999,Entire home/apt,1500,0,7,0.0
6601,Southwest,Sathon,100.52035,13.71158,Hotel room,4000,0,1,0.0
6602,Southwest,Sathon,100.52039,13.71158,Hotel room,5000,0,5,0.0
6606,Southwest,Phasi Charoen,100.46892,13.7205,Entire home/apt,4260,0,0,0.0
6612,Southwest,Bang Rak,100.51608,13.72071,Entire home/apt,2000,1,4,0.6931471805599453
6634,Southwest,Bangkok Yai,100.48513,13.74525,Private room,950,18,248,2.9444389791664403
6635,Southwest,Bangkok Yai,100.48432,13.74518,Entire home/apt,2400,44,35,3.8066624897703196
6645,Southwest,Bang Rak,100.51562,13.72252,Entire home/apt,3881,96,57,4.574710978503383
6656,Southwest,Bang Kho laen,100.52707,13.69517,Private room,1094,24,2,3.2188758248682006
6658,Southwest,Bang Kho laen,100.50516,13.70244,Entire home/apt,1100,4,192,1.6094379124341003
6665,Southwest,Sathon,100.5245,13.70831,Hotel room,3999,0,0,0.0
6670,Southwest,Bang Rak,100.51947,13.72215,Shared room,600,0,6,0.0
6674,Southwest,Samphanthawong,100.51405,13.73788,Hotel room,2579,56,27,4.04305126783455
6677,Southwest,Bang Rak,100.5233,13.7225,Entire home/apt,3325,26,365,3.295836866004329
6684,Southwest,Sathon,100.53488,13.70731,Private room,850,1,19,0.6931471805599453
6686,Southwest,Thon buri,100.48786,13.72699,Entire home/apt,1200,0,185,0.0
6689,Southwest,Bang Rak,100.521965,13.722543,Private room,1200,8,285,2.1972245773362196
6694,Southwest,Bang Rak,100.52528,13.7251,Private room,1699,0,50,0.0
6695,Southwest,Bang Rak,100.52441,13.72496,Private room,1899,1,50,0.6931471805599453
6696,Southwest,Bang Rak,100.52559,13.7264,Private room,2499,0,50,0.0
6701,Southwest,Khlong San,100.49609,13.72026,Private room,1000,21,365,3.091042453358316
6713,Southwest,Bang Rak,100.51941,13.72186,Shared room,2000,0,6,0.0
6729,Southwest,Khlong San,100.49476,13.71957,Entire home/apt,1686,47,56,3.871201010907891
6741,Southwest,Bang Rak,100.52348,13.72451,Entire home/apt,3082,16,28,2.833213344056216
6754,Southwest,Phasi Charoen,100.44861,13.71044,Entire home/apt,943,5,21,1.791759469228055
6758,Southwest,Sathon,100.53989,13.71524,Private room,700,0,365,0.0
6765,Southwest,Bang Rak,100.52773,13.72963,Entire home/apt,2680,4,365,1.6094379124341003
6768,Southwest,Bang Rak,100.52887,13.72368,Entire home/apt,2000,0,274,0.0
6769,Southwest,Bang Rak,100.52882,13.72719,Private room,2000,3,20,1.3862943611198906
6779,Southwest,Bang Rak,100.51473,13.72814,Entire home/apt,3256,33,251,3.5263605246161616
6786,Southwest,Sathon,100.52562,13.70786,Entire home/apt,1421,7,353,2.0794415416798357
6802,Southwest,Khlong San,100.49314,13.71918,Entire home/apt,1300,23,22,3.1780538303479458
6805,Southwest,Bang Kho laen,100.50592,13.70617,Entire home/apt,1200,1,308,0.6931471805599453
6808,Southwest,Bang Rak,100.52113,13.72679,Private room,950,11,279,2.4849066497880004
6819,Southwest,Bang Rak,100.52113,13.72677,Private room,497,25,289,3.258096538021482
6822,Southwest,Khlong San,100.49314,13.72101,Entire home/apt,1280,38,24,3.6635616461296463
6826,Southwest,Khlong San,100.49456,13.72072,Entire home/apt,1350,38,329,3.6635616461296463
6857,Southwest,Bang Rak,100.53171,13.72718,Entire home/apt,1250,16,365,2.833213344056216
6865,Southwest,Sathon,100.53134,13.72094,Entire home/apt,623,35,365,3.58351893845611
6866,Southwest,Bang Rak,100.52234,13.72432,Entire home/apt,2424,16,250,2.833213344056216
6867,Southwest,Bang Rak,100.51641,13.72284,Private room,558,108,54,4.6913478822291435
6869,Southwest,Khlong San,100.49558,13.71954,Entire home/apt,1900,0,24,0.0
6873,Southwest,Khlong San,100.5039,13.72123,Entire home/apt,1000,5,148,1.791759469228055
6883,Southwest,Bang Rak,100.52077,13.72728,Private room,475,5,7,1.791759469228055
6888,Southwest,Sathon,100.53229,13.71515,Private room,560,10,201,2.3978952727983707
6891,Southwest,Yan na wa,100.54903,13.71773,Entire home/apt,800,0,1,0.0
6893,Southwest,Phasi Charoen,100.45016,13.71134,Entire home/apt,750,5,185,1.791759469228055
6897,Southwest,Bang Khae,100.37931,13.70556,Entire home/apt,890,2,0,1.0986122886681098
6898,Southwest,Bang Khae,100.37931,13.70557,Entire home/apt,990,2,10,1.0986122886681098
6900,Southwest,Thon buri,100.48091,13.71043,Entire home/apt,350,6,233,1.9459101490553132
6908,Southwest,Chom Thong,100.46393,13.71105,Entire home/apt,1415,0,275,0.0
6914,Southwest,Bang Khae,100.4055,13.71373,Entire home/apt,700,23,348,3.1780538303479458
6916,Southwest,Bang Rak,100.5211,13.72675,Private room,650,2,278,1.0986122886681098
6924,Southwest,Bang Kho laen,100.49302,13.6942,Entire home/apt,2942,87,152,4.477336814478207
6956,Southwest,Bangkok Yai,100.48419,13.74552,Entire home/apt,1421,143,135,4.969813299576001
6958,Southwest,Sathon,100.52068,13.71133,Entire home/apt,495,0,186,0.0
6967,Southwest,Sathon,100.55152,13.72167,Private room,590,31,284,3.4657359027997265
6975,Southwest,Sathon,100.51781,13.71039,Entire home/apt,750,1,0,0.6931471805599453
6983,Southwest,Khlong San,100.49316,13.7208,Entire home/apt,750,10,228,2.3978952727983707
6995,Southwest,Khlong San,100.49436,13.71927,Entire home/apt,1300,25,35,3.258096538021482
6997,Southwest,Sathon,100.5181,13.70662,Entire home/apt,2371,22,256,3.1354942159291497
6998,Southwest,Yan na wa,100.5329,13.67546,Private room,1500,0,275,0.0
7005,Southwest,Sathon,100.53253,13.71964,Entire home/apt,2283,0,235,0.0
7007,Southwest,Bang Rak,100.522041,13.722115,Private room,950,0,363,0.0
7013,Southwest,Rat Burana,100.5018,13.66132,Private room,350,35,365,3.58351893845611
7016,Southwest,Sathon,100.55125,13.72206,Private room,650,7,191,2.0794415416798357
7046,Southwest,Phasi Charoen,100.46589,13.72599,Private room,828,0,275,0.0
7052,Southwest,Bang Rak,100.52663,13.72335,Hotel room,1486,54,62,4.007333185232471
7060,Southwest,Khlong San,100.49342,13.71883,Entire home/apt,750,11,242,2.4849066497880004
7065,Southwest,Thon buri,100.49601,13.70707,Entire home/apt,1750,3,12,1.3862943611198906
7070,Southwest,Sathon,100.51327,13.71511,Entire home/apt,700,1,8,0.6931471805599453
7085,Southwest,Bang Kho laen,100.50489,13.7032,Entire home/apt,2490,1,4,0.6931471805599453
7086,Southwest,Bang Kho laen,100.50402,13.70497,Entire home/apt,1680,3,2,1.3862943611198906
7103,Southwest,Sathon,100.55274,13.7219,Private room,630,20,283,3.044522437723423
7106,Southwest,Sathon,100.51797,13.71007,Entire home/apt,799,1,11,0.6931471805599453
7108,Southwest,Sathon,100.53868,13.7203,Entire home/apt,850,1,0,0.6931471805599453
7124,Southwest,Sathon,100.52,13.71138,Entire home/apt,1185,38,302,3.6635616461296463
7125,Southwest,Bang Rak,100.51692,13.7192,Private room,900,0,365,0.0
7127,Southwest,Bang Rak,100.51692,13.7192,Private room,700,0,365,0.0
7128,Southwest,Bangkok Yai,100.48526,13.74663,Entire home/apt,2551,54,58,4.007333185232471
7137,Southwest,Sathon,100.52979,13.71656,Entire home/apt,836,65,53,4.189654742026425
7140,Southwest,Bang Khae,100.38395,13.70985,Private room,900,1,275,0.6931471805599453
7144,Southwest,Yan na wa,100.54362,13.70093,Entire home/apt,1200,16,338,2.833213344056216
7149,Southwest,Sathon,100.51984,13.70987,Private room,1300,24,86,3.2188758248682006
7152,Southwest,Sathon,100.5357,13.71365,Entire home/apt,2038,10,197,2.3978952727983707
7156,Southwest,Bang Rak,100.51695,13.71919,Hotel room,1280,0,365,0.0
7212,Southwest,Khlong San,100.5102,13.73248,Entire home/apt,500,23,283,3.1780538303479458
7213,Southwest,Khlong San,100.49308,13.72133,Entire home/apt,1300,14,217,2.70805020110221
7218,Southwest,Bang Rak,100.53131,13.7259,Entire home/apt,4000,43,36,3.784189633918261
7219,Southwest,Bang Khun thain,100.42739,13.63228,Private room,717,0,185,0.0
7226,Southwest,Sathon,100.54731,13.72023,Shared room,1000,0,3,0.0
7227,Southwest,Sathon,100.54522,13.7223,Shared room,1000,1,0,0.6931471805599453
7231,Southwest,Chom Thong,100.46495,13.71233,Entire home/apt,1300,25,34,3.258096538021482
7234,Southwest,Sathon,100.55309,13.71989,Entire home/apt,750,3,279,1.3862943611198906
7251,Southwest,Bangkok Yai,100.47635,13.72885,Private room,690,0,275,0.0
7256,Southwest,Thon buri,100.47143,13.71226,Entire home/apt,999,1,0,0.6931471805599453
7287,Southwest,Thon buri,100.47791,13.71269,Private room,600,0,365,0.0
7288,Southwest,Thon buri,100.48144,13.71746,Private room,626,14,94,2.70805020110221
7290,Southwest,Yan na wa,100.54189,13.69002,Entire home/apt,2000,1,275,0.6931471805599453
7293,Southwest,Chom Thong,100.45299,13.66143,Private room,1350,0,0,0.0
7294,Southwest,Thon buri,100.48706,13.72038,Hotel room,2300,1,199,0.6931471805599453
7297,Southwest,Khlong San,100.50974,13.72002,Entire home/apt,3163,12,190,2.5649493574615367
7301,Southwest,Bang Rak,100.53306,13.72376,Hotel room,3250,0,13,0.0
7331,Southwest,Khlong San,100.49684,13.71957,Entire home/apt,1212,48,43,3.8918202981106265
7332,Southwest,Phasi Charoen,100.46383,13.72658,Entire home/apt,322,32,84,3.4965075614664802
7340,Southwest,Khlong San,100.49463,13.71974,Entire home/apt,1108,21,197,3.091042453358316
7366,Southwest,Yan na wa,100.54444,13.6762,Private room,599,5,0,1.791759469228055
7370,Southwest,Bang Rak,100.52169,13.72577,Entire home/apt,1029,39,214,3.6888794541139363
7371,Southwest,Thon buri,100.48142,13.71564,Entire home/apt,2600,0,0,0.0
7375,Southwest,Bang Rak,100.52188,13.72624,Entire home/apt,1039,22,208,3.1354942159291497
7379,Southwest,Sathon,100.51442,13.7129,Entire home/apt,767,10,248,2.3978952727983707
7386,Southwest,Bang Khun thain,100.44013,13.63361,Entire home/apt,1200,1,336,0.6931471805599453
7410,Southwest,Chom Thong,100.47652,13.68669,Entire home/apt,4500,0,0,0.0
7413,Southwest,Phasi Charoen,100.42466,13.73852,Entire home/apt,2078,2,0,1.0986122886681098
7414,Southwest,Thon buri,100.48145,13.71718,Private room,2600,0,186,0.0
7422,Southwest,Chom Thong,100.46977,13.67845,Entire home/apt,800,0,186,0.0
7428,Southwest,Sathon,100.52969,13.71696,Entire home/apt,700,103,87,4.6443908991413725
7438,Southwest,Yan na wa,100.52691,13.68035,Entire home/apt,1390,3,216,1.3862943611198906
7439,Southwest,Yan na wa,100.52784,13.67959,Entire home/apt,900,28,206,3.367295829986474
7445,Southwest,Bang Rak,100.53846,13.72576,Entire home/apt,3800,10,78,2.3978952727983707
7448,Southwest,Bang Kho laen,100.52512,13.69938,Entire home/apt,790,1,1,0.6931471805599453
7460,Southwest,Bang Rak,100.52123,13.73167,Private room,2600,0,185,0.0
7468,Southwest,Bang Rak,100.52394,13.73014,Private room,4786,13,45,2.6390573296152584
7470,Southwest,Bang Rak,100.52299,13.72824,Private room,3000,5,313,1.791759469228055
7475,Southwest,Bang Kho laen,100.50123,13.698,Entire home/apt,1867,0,0,0.0
7476,Southwest,Yan na wa,100.5399,13.69675,Entire home/apt,2200,0,5,0.0
7481,Southwest,Sathon,100.54652,13.7209,Entire home/apt,2200,75,33,4.330733340286331
7502,Southwest,Bang Khun thain,100.44555,13.66928,Entire home/apt,2057,80,50,4.394449154672439
7509,Southwest,Bang Rak,100.51769,13.72012,Entire home/apt,1829,27,239,3.332204510175204
7520,Southwest,Bang Rak,100.52655,13.72662,Entire home/apt,1350,4,188,1.6094379124341003
7528,Southwest,Chom Thong,100.45272,13.70204,Private room,868,0,186,0.0
7532,Southwest,Bang Rak,100.52232,13.72431,Entire home/apt,1835,39,252,3.6888794541139363
7546,Southwest,Bang Rak,100.5245,13.7285,Private room,4143,9,45,2.302585092994046
7557,Southwest,Sathon,100.5319,13.70983,Private room,500,0,185,0.0
7567,Southwest,Bang Rak,100.52331,13.72333,Shared room,735,7,13,2.0794415416798357
7568,Southwest,Thon buri,100.4934,13.73893,Private room,750,4,20,1.6094379124341003
7569,Southwest,Bang Rak,100.52382,13.72289,Hotel room,1570,2,22,1.0986122886681098
7570,Southwest,Bang Rak,100.52331,13.72333,Hotel room,1909,5,31,1.791759469228055
7571,Southwest,Bang Rak,100.52331,13.72333,Hotel room,1839,13,37,2.6390573296152584
7572,Southwest,Bang Rak,100.52331,13.72333,Hotel room,1994,7,80,2.0794415416798357
7574,Southwest,Bang Khae,100.42145,13.68732,Entire home/apt,690,8,188,2.1972245773362196
7575,Southwest,Bang Rak,100.52382,13.72289,Shared room,735,1,10,0.6931471805599453
7576,Southwest,Bang Rak,100.52331,13.72333,Shared room,1428,39,18,3.6888794541139363
7577,Southwest,Bang Rak,100.52382,13.72289,Shared room,636,1,11,0.6931471805599453
7579,Southwest,Thon buri,100.47817,13.71074,Private room,2400,0,0,0.0
7582,Southwest,Bang Rak,100.52839,13.73053,Entire home/apt,3900,12,157,2.5649493574615367
7595,Southwest,Thon buri,100.47834,13.7103,Entire home/apt,762,0,0,0.0
7598,Southwest,Bang Rak,100.52336,13.72943,Entire home/apt,3714,2,45,1.0986122886681098
7599,Southwest,Sathon,100.55285,13.72197,Private room,900,2,280,1.0986122886681098
7607,Southwest,Khlong San,100.50992,13.7173,Entire home/apt,1223,0,20,0.0
7630,Southwest,Bang Rak,100.52104,13.7217,Private room,1090,15,365,2.772588722239781
7632,Southwest,Chom Thong,100.45994,13.7019,Private room,1000,0,10,0.0
7633,Southwest,Bang Rak,100.53094,13.72604,Entire home/apt,3683,57,279,4.060443010546419
7637,Southwest,Sathon,100.51557,13.7162,Entire home/apt,1100,1,76,0.6931471805599453
7639,Southwest,Bang Rak,100.53164,13.72827,Private room,1500,0,365,0.0
7641,Southwest,Samphanthawong,100.51283,13.73475,Entire home/apt,1200,2,0,1.0986122886681098
7645,Southwest,Sathon,100.5125,13.71589,Private room,1000,4,185,1.6094379124341003
7647,Southwest,Sathon,100.51462,13.71602,Entire home/apt,3286,5,184,1.791759469228055
7653,Southwest,Sathon,100.5145,13.71555,Private room,1000,0,184,0.0
7655,Southwest,Sathon,100.51241,13.71454,Private room,500,6,189,1.9459101490553132
7662,Southwest,Bang Rak,100.52839,13.72304,Entire home/apt,2900,75,365,4.330733340286331
7674,Southwest,Bang Khae,100.36845,13.73851,Private room,4000,0,185,0.0
7675,Southwest,Bang Khae,100.3953,13.70998,Entire home/apt,1200,0,185,0.0
7690,Southwest,Sathon,100.51977,13.71182,Entire home/apt,2086,59,178,4.0943445622221
7692,Southwest,Thung khru,100.48213,13.65436,Entire home/apt,760,1,186,0.6931471805599453
7694,Southwest,Yan na wa,100.53217,13.67608,Private room,1800,0,275,0.0
7695,Southwest,Samphanthawong,100.51342,13.73849,Entire home/apt,2000,58,246,4.07753744390572
7698,Southwest,Thung khru,100.50444,13.63263,Private room,350,0,1,0.0
7699,Southwest,Bang Khae,100.3697,13.73714,Private room,2000,1,185,0.6931471805599453
